Textbox9,Textbox12,Textbox14
6532,Fayette,Lexington,Clubhouse,"Clubhouse, LLC",385 S Limestone,"Lexington, KY 40508",034-NQ4-186315,NQ4 Retail Malt Beverage Drink License,Active,09/22/2021,09/22/2021,11/30/2025
39275,Fayette,Lexington,Cocktail University,Gredarius LLC,206 W Main St Ste 200,"Lexington, KY 40507",034-NQ4-206632,NQ4 Retail Malt Beverage Drink License,Active,12/09/2024,12/09/2024,11/30/2025
9947,Fayette,Lexington,Cocktails of Lexington,"COCKTAILS OF LEXINGTON, INC.",3090 Todds Rd Ste 405,"Lexington, KY 40509",034-NQ4-2079,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
21718,Fayette,Lexington,Cocktails Too,"Cocktails of Lexington II, LLC",130 W Tiverton Way Ste 195,"Lexington, KY 40503",034-NQ4-4074,NQ4 Retail Malt Beverage Drink License,Active,04/05/2018,04/05/2018,11/30/2025
24267,Fayette,Lexington,Coffee Shop and Bar,"LUSSIBROWN, LLC",114 Church St,"Lexington, KY 40507",034-NQ4-3759,NQ4 Retail Malt Beverage Drink License,Active,06/27/2017,06/27/2017,11/30/2025
5214,Fayette,Lexington,Coles,"TGE Hospitality, Inc.",735 E Main St,"Lexington, KY 40502",034-NQ2-1914,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
4566,Fayette,Lexington,Columbia Steak House,"PENN BROTHERS ENTERPRISES, INC.",201 - 207 N Limestone,"Lexington, KY 40507",034-NQ2-1534,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
5472,Fayette,Lexington,Columbia Steakhouse Grille,"PENN BROTHERS ENTERPRISES, INC.",2750 Richmond Rd,"Lexington, KY 40509",034-NQ2-1535,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
4830,Fayette,Lexington,Comedy Off Broadway,"COMEDY OFF BROADWAY, INC.",101 Lexington Green Cir,"Lexington, KY 40503",034-NQ4-1852,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
24824,Fayette,Lexington,Condado Tacos,CONDADO TACOS 34 LLC,114 Summit At Fritz Farm Ste 110,"Lexington, KY 40517",034-NQ2-185924,NQ2 Retail Drink License,Active,08/31/2021,08/31/2021,11/30/2025
34615,Fayette,Lexington,Constitution,Rare L.L.C.,109 Constitution St,"Lexington, KY 40507",034-NQ4-194624,NQ4 Retail Malt Beverage Drink License,Active,01/18/2023,01/18/2023,11/30/2025
12889,Fayette,Lexington,Copper Roux (Restaurant),"BAYOU BLUEGRASS CATERING, L.L.C.",861 S Broadway,"Lexington, KY 40504",034-NQ2-2698,NQ2 Retail Drink License,Active,03/12/2015,03/12/2015,11/30/2025
9813,Fayette,Lexington,Corto Lima,Corto Lima LLC,101 W Short St aka 127-129 N Limestone St,"Lexington, KY 40507",034-NQ2-3241,NQ2 Retail Drink License,Active,01/27/2017,01/27/2017,11/30/2025
16520,Fayette,Lexington,Country Boy Brewing,"COUNTRY BOY BREWING, L.L.C.",436 Chair Ave,"Lexington, KY 40508",034-NQ4-188064,NQ4 Retail Malt Beverage Drink License,Active,01/11/2022,01/11/2022,08/31/2025
18553,Fayette,Lexington,County Club,"SPORTSMAN RESTAURANT, LLC",555 Jefferson St,"Lexington, KY 40508",034-NQ2-2350,NQ2 Retail Drink License,Active,10/31/2013,10/31/2013,11/30/2025
1346,Fayette,Lexington,Courtyard by Marriott,RAINMAKER HOSPITALITY INC,1951 Pleasant Ridge Dr,"Lexington, KY 40509",034-NQ4-4659,NQ4 Retail Malt Beverage Drink License,Active,12/03/2019,12/03/2019,08/31/2025
4043,Fayette,Lexington,Courtyard by Marriott,RAINMAKER HOSPITALITY INC,775 Newtown Ct,"Lexington, KY 40511",034-NQ2-206543,NQ2 Retail Drink License,Active,12/03/2024,12/03/2024,08/31/2025
3771,Fayette,Lexington,Cowboy's,"KING-KELLY, INC.",1515 Russell Cave Rd,"Lexington, KY 40505",034-NQ4-1068,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
29932,Fayette,Lexington,Cracker Barrel Old Country Store #19 Lexington-Stanton,"CRACKER BARREL OLD COUNTRY STORE, INC.",1927 Stanton Way,"Lexington, KY 40511",034-NQ2-165534,NQ2 Retail Drink License,Active,08/03/2020,08/03/2020,08/31/2025
29933,Fayette,Lexington,Cracker Barrel Old Country Store #77 Lexington-Elkhorn,"CRACKER BARREL OLD COUNTRY STORE, INC.",2220 Elkhorn Rd,"Lexington, KY 40505",034-NQ2-163485,NQ2 Retail Drink License,Active,06/17/2020,06/17/2020,08/31/2025
25040,Fayette,Lexington,Crank & Boom Craft Ice Cream,"THAI ORCHID CAFE, INC.",3101 Clays Mill Rd Ste 301,"Lexington, KY 40503",034-NQ2-165523,NQ2 Retail Drink License,Active,08/03/2020,08/03/2020,08/31/2025
21720,Fayette,Lexington,Crank & Boom Ice Cream,"THAI ORCHID CAFE, INC.",1210 Manchester St,"Lexington, KY 40504",034-NQ2-2808,NQ2 Retail Drink License,Active,09/25/2015,09/25/2015,08/31/2025
1602,Fayette,Lexington,Crossings Lexington,Rugged Cross LLC,117 N Limestone,"Lexington, KY 40507",034-NQ4-4520,NQ4 Retail Malt Beverage Drink License,Active,07/17/2019,07/17/2019,11/30/2025
10196,Fayette,Lexington,Damiano,"Post Time Lexington 3, LLC",503 S Upper St,"Lexington, KY 40508",034-NQ2-198743,NQ2 Retail Drink License,Active,08/24/2023,08/24/2023,11/30/2025
17176,Fayette,LEXINGTON,Darling Wine Bar,"Darling Wine Bar, LLC",101 W Loudon Ave Ste 164,"LEXINGTON, KY 40508",034-NQ4-197600,NQ4 Retail Malt Beverage Drink License,Active,06/22/2023,06/22/2023,11/30/2025
21438,Fayette,Lexington,Desperados Cantina,"Desperados Distillery, LLC",1224 Manchester St Ste 110,"Lexington, KY 40504",034-NQ2-197950,NQ2 Retail Drink License,Active,07/13/2023,07/13/2023,11/30/2025
39236,Fayette,Lexington,Dingbats,PIZZA PIOS LLC,471 Jefferson St,"Lexington, KY 40508",034-NQ4-205872,NQ4 Retail Malt Beverage Drink License,Active,10/17/2024,10/17/2024,11/30/2025
14957,Fayette,Lexington,Distilled,"Distilled, LLC",157 Jefferson St,"Lexington, KY 40508",034-NQ2-175936,NQ2 Retail Drink License,Active,12/26/2020,12/26/2020,11/30/2025
5002,Fayette,Lexington,Diva's,"Gentleman's Limited, LLC",1318 Russell Cave Rd,"Lexington, KY 40505",034-NQ4-189758,NQ4 Retail Malt Beverage Drink License,Active,03/31/2022,03/31/2022,11/30/2025
16175,Fayette,Lexington,Dong Yang Market,"SUN SHAN FOODS, INC Corporation",3101 Clays Mill Rd Ste 102,"Lexington, KY 40503",034-NQ2-2818,NQ2 Retail Drink License,Active,09/22/2015,09/22/2015,11/30/2025
25273,Fayette,Lexington,Double Dogs,"HALF BAKED, LLC",1916 Justice Dr Ste 130,"Lexington, KY 40509",034-NQ2-3423,NQ2 Retail Drink License,Active,08/30/2017,08/30/2017,11/30/2025
18980,Fayette,Lexington,Double H BBQ,"Double H BBQ, LLC",1244 Versailles Rd,"Lexington, KY 40508",034-NQ2-3282,NQ2 Retail Drink License,Active,04/19/2017,04/19/2017,11/30/2025
5665,Fayette,Lexington,Doubletree Guest Suites,"RBHV LEXINGTON, LLC",2601 Richmond Rd,"Lexington, KY 40509",034-NQ2-159545,NQ2 Retail Drink License,Active,11/12/2019,12/01/2019,11/30/2025
28915,Fayette,Lexington,Drake's,"BHG LEXINGTON #2, LLC",1880 Pleasant Ridge Dr,"Lexington, KY 40509",034-NQ2-4124,NQ2 Retail Drink License,Active,11/26/2019,11/26/2019,11/30/2025
34368,Fayette,Lexington,Drake's ,"BHG LEXINGTON #3, LLC",1735 Sharkey Way,"Lexington, KY 40511",034-NQ2-193350,NQ2 Retail Drink License,Active,10/20/2022,10/20/2022,11/30/2025
14694,Fayette,Lexington,Dudley's On Short,"DUDLEY'S RESTAURANT, INC.",259 W Short St,"Lexington, KY 40507",034-NQ2-1673,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
15400,Fayette,Lexington,Dumplings Noodles INC,DUMPLINGS NOODLES Inc,3695 Nicholasville Rd Ste 120,"Lexington, KY 40503",034-NQ2-198923,NQ2 Retail Drink License,Active,09/05/2023,09/05/2023,11/30/2025
4585,Fayette,Lexington,Durango's Inc,"DURANGO'S, INC.",2121 Richmond Rd Ste 150 Idle Hour Center,"Lexington, KY 40502",034-NQ2-1571,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
29715,Fayette,Lexington,Earls Beer Depot,Earl's Beer Depot LLC,401 E Fifth St,"Lexington, KY 40508",034-NQ4-181556,NQ4 Retail Malt Beverage Drink License,Active,04/15/2021,04/15/2021,11/30/2025
28636,Fayette,Lexington,East End Tap and Table,"The Wiley Restaurant Group, LLC",333 E Main St Ste 180,"Lexington, KY 40507",034-NQ4-4661,NQ4 Retail Malt Beverage Drink License,Active,09/25/2019,09/25/2019,11/30/2025
12298,Fayette,Lexington,El Asadero Mexican Grill Kentucky,El asadero mexican grill LLC,144 Rojay Dr,"Lexington, KY 40503",034-NQ2-193937,NQ2 Retail Drink License,Active,12/06/2022,12/06/2022,11/30/2025
33068,Fayette,Lexington,El Azteca Mexican Grill,"El Azteca Mexican Grill, LLC",1060 Chinoe Rd Ste 104,"Lexington, KY 40502",034-NQ2-185834,NQ2 Retail Drink License,Active,08/25/2021,08/25/2021,11/30/2025
13161,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC",4371 Old Harrodsburg Rd Ste 180/190,"Lexington, KY 40513",034-NQ2-2032,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
21211,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC",3090 Helmsdale Pl Ste 260,"Lexington, KY 40509",034-NQ2-187088,NQ2 Retail Drink License,Active,11/17/2021,11/17/2021,11/30/2025
37452,Fayette,Lexington,El Charro Tacos and Tequila Bar,"El Charro Authentic Mexican Cuisine, LLC",561 S Broadway Ste 110,"Lexington, KY 40508",034-NQ2-199359,NQ2 Retail Drink License,Active,10/02/2023,10/02/2023,08/31/2025
15731,Fayette,Lexington,El Gran Tako,"El Gran Tako, LLC",1801 Alexandria Dr Ste 156,"Lexington, KY 40504",034-NQ2-3702,NQ2 Retail Drink License,Active,06/12/2018,06/12/2018,11/30/2025
28027,Fayette,Lexington,El Gran Tako LLC,"El Gran Tako, LLC",340 E New Circle Rd Ste 100,"Lexington, KY 40511",034-NQ4-4525,NQ4 Retail Malt Beverage Drink License,Active,05/28/2019,05/28/2019,11/30/2025
9953,Fayette,Lexington,El Huarache,"El Huarache, LLC",1316 Russell Cave Rd,"Lexington, KY 40505",034-NQ4-4276,NQ4 Retail Malt Beverage Drink License,Active,12/11/2018,12/11/2018,11/30/2025
37543,Fayette,Lexington,El Jefe Mexican Grill,"CALLE HILDALGO, LLC",2369 Richmond Rd,"Lexington, KY 40502",034-NQ4-201175,NQ4 Retail Malt Beverage Drink License,Active,01/16/2024,01/16/2024,11/30/2025
23646,Fayette,Lexington,El Malecon,EL MALECON MEXICAN SEA FOOD LLC,481 W New Circle Rd Suite 180,"Lexington, KY 40511",034-NQ2-3073,NQ2 Retail Drink License,Active,09/22/2016,09/22/2016,11/30/2025
13574,Fayette,Lexington,El Mariachi Mexican Restaurant,"J & D RESTAURANT, LLC",125 Town Center Dr Ste 115,"Lexington, KY 40511",034-NQ2-1020,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
29997,Fayette,Lexington,El Mariachi Mexican Restaurant #2,"H&D Restaurant, Inc.",1916 Justice Dr,"Lexington, KY 40509",034-NQ2-165128,NQ2 Retail Drink License,Active,07/27/2020,07/27/2020,11/30/2025
36441,Fayette,Lexington,El Mariachi Mexican Restaurant 3,H&N RESTAURANT LLC,391 Rose St,"Lexington, KY 40508",034-NQ2-196445,NQ2 Retail Drink License,Active,04/25/2023,04/25/2023,11/30/2025
11408,Fayette,Lexington,El Milagro Dos,ESPARZA ENTERPRISES INC,1545 Alexandria Dr Ste 1,"Lexington, KY 40504",034-NQ4-1710,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
5441,Fayette,Lexington,El Patio,EL PATIO #1 LLC,2628 Richmond Rd,"Lexington, KY 40509",034-NQ2-191633,NQ2 Retail Drink License,Active,07/25/2022,07/25/2022,11/30/2025
15595,Fayette,Lexington,El Patron,"SANDRA OLMEDO-PELAEZ, LLC",1765 Alexandria Dr,"Lexington, KY 40504",034-NQ2-3542,NQ2 Retail Drink License,Active,01/03/2018,01/03/2018,08/31/2025
14307,Fayette,Lexington,EL RANCHO TAPATIO,"El Rancho Tapatio, LLC",144 Burt Rd,"Lexington, KY 40503",034-NQ2-179247,NQ2 Retail Drink License,Active,03/08/2021,03/08/2021,11/30/2025
15305,Fayette,Lexington,El Rey Pollos & El Rey Mariscos,"CALZADA ENTERPRISES, INC.",1485 Alexandria Dr,"Lexington, KY 40504",034-NQ4-2689,NQ4 Retail Malt Beverage Drink License,Active,11/07/2013,11/07/2013,11/30/2025
1800,Fayette,Lexington,El Sabroso,"EL SABROSO, Inc.",1445 Village Dr,"Lexington, KY 40504",034-NQ4-3269,NQ4 Retail Malt Beverage Drink License,Active,05/14/2015,05/14/2015,11/30/2025
5874,Fayette,Lexington,EL TENAMPA RESTORAN EN BAR,EL TENAMPA LLC,1914 Oxford Cir,"Lexington, KY 40504",034-NQ4-200669,NQ4 Retail Malt Beverage Drink License,Active,12/15/2023,12/15/2023,11/30/2025
6432,Fayette,Lexington,El Toro Cantina & Grill,"EL TORO CANTINA & GRILL, INC.",1917 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-1052,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
38102,Fayette,Lexington,Elleigh & Claire Marketplace,ELLEIGH & CLAIRE MARKETPLACE LLC,656 E Main St,"Lexington, KY 40508",034-NQ4-202887,NQ4 Retail Malt Beverage Drink License,Active,04/25/2024,04/25/2024,11/30/2025
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC",444 Parkway Dr,"Lexington, KY 40504",034-NQ2-185398,NQ2 Retail Drink License,Active,08/02/2021,08/02/2021,11/30/2025
5100,Fayette,Lexington,Embassy Suites,"Crossings F&B, LLC",245 Lexington Green Cir,"Lexington, KY 40503",034-NQ2-193365,NQ2 Retail Drink License,Active,10/24/2022,10/24/2022,11/30/2025
5851,Fayette,Lexington,Embassy Suites By Hilton Lexington/ UK Coldstream,ATRIUM HOSPITALITY LP,1801 Newtown Pike,"Lexington, KY 40511",034-NQ1-1158,NQ1 Retail Drink License,Active,11/08/2019,11/08/2019,08/31/2025
9514,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC",404 Sporting Ct,"Lexington, KY 40503",034-NQ4-184918,NQ4 Retail Malt Beverage Drink License,Active,06/23/2021,06/23/2021,11/30/2025
27699,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC",3025 Blake James Dr,"Lexington, KY 40509",034-NQ4-4437,NQ4 Retail Malt Beverage Drink License,Active,03/20/2019,03/20/2019,11/30/2025
27279,Fayette,Lexington,Eppings on Eastside,"CALIBER GROUP, LLC",264 Walton Ave,"Lexington, KY 40502",034-NQ2-3857,NQ2 Retail Drink License,Active,12/18/2018,12/18/2018,11/30/2025
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC,1224 Manchester St Ste 120,"Lexington, KY 40508",034-NQ4-3109,NQ4 Retail Malt Beverage Drink License,Active,11/17/2014,11/17/2014,11/30/2025
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC,401 S Limestone,"Lexington, KY 40508",034-NQ4-179914,NQ4 Retail Malt Beverage Drink License,Active,03/19/2021,03/19/2021,11/30/2025
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC",102 W Vine St,"Lexington, KY 40507",034-NQ4-160910,NQ4 Retail Malt Beverage Drink License,Active,04/06/2020,03/17/2020,11/30/2025
35617,Fayette,Lexington,Everest Restaurant ,Everest Restaurant LLC,1801 Alexandria Dr Ste 192,"Lexington, KY 40504",034-NQ2-194766,NQ2 Retail Drink License,Active,01/24/2023,01/24/2023,11/30/2025
27524,Fayette,Lexington,First Watch Nicholasville Road,"Nicholasville Road FW, LLC",119 W Reynolds Rd,"Lexington, KY 40503",034-NQ2-3894,NQ2 Retail Drink License,Active,02/14/2019,02/14/2019,11/30/2025
27740,Fayette,Lexington,First watch Richmond Rd,"ONE HOLLAND FW - RICHMOND ROAD, LLC",2894 Richmond Rd,"Lexington, KY 40509",034-NQ2-3932,NQ2 Retail Drink License,Active,04/16/2019,04/16/2019,11/30/2025
27526,Fayette,Lexington,First Watch South Broadway,"LEX-FW BROADWAY, LLC",1080 S Broadway Ste 301,"Lexington, KY 40504",034-NQ2-3895,NQ2 Retail Drink License,Active,02/14/2019,02/14/2019,11/30/2025
409,Fayette,Lexington,Fitz's Sports Bar LLC,"FITZ'S SPORTS BAR, LLC",209 Old Georgetown St,"Lexington, KY 40508",034-NQ4-3760,NQ4 Retail Malt Beverage Drink License,Active,07/03/2017,07/03/2017,11/30/2025
30439,Fayette,Lexington,Frank & Dino's,"Post Time Lexington, LLC",271 W Short St,"Lexington, KY 40507",034-NQ2-183672,NQ2 Retail Drink License,Active,05/28/2021,05/28/2021,11/30/2025
34853,Fayette,Lexington,Fresh Bourbon,FRESH BOURBON LLC,377 E Main St Ste 100,"Lexington, KY 40507",034-NQ2-192742,NQ2 Retail Drink License,Active,09/15/2022,09/15/2022,11/30/2025
25100,Fayette,Lexington,Gallops,"Gallops, Inc.",5355 Athens Boonesboro Rd,"Lexington, KY 40509",034-NQ4-3915,NQ4 Retail Malt Beverage Drink License,Active,07/31/2017,07/31/2017,11/30/2025
3772,Fayette,Lexington,Genesis Health Clubs,GHC LEXINGTON TENNIS OPERATOR LLC,410 Redding Rd,"Lexington, KY 40517",034-NQ4-201423,NQ4 Retail Malt Beverage Drink License,Active,01/29/2024,01/29/2024,11/30/2025
35773,Fayette,Lexington,Georgie's Social House,ALCO HOSPITALITY LLC,161 N Limestone,"Lexington, KY 40507",034-NQ4-194738,NQ4 Retail Malt Beverage Drink License,Active,01/23/2023,01/23/2023,11/30/2025
26992,Fayette,Lexington,Ginger Wasabi Sushi & Grill,"GINGER WASABI SUSHI, Inc.",103 W Maxwell St,"Lexington, KY 40508",034-NQ2-185181,NQ2 Retail Drink License,Active,07/19/2021,07/19/2021,11/30/2025
26429,Fayette,Lexington,Girls Girls Girls Burritos,girlsgirlsgirls LLC,395 S Limestone Suite 150,"Lexington, KY 40508",034-NQ4-157643,NQ4 Retail Malt Beverage Drink License,Active,01/08/2020,01/07/2020,11/30/2025
5448,Fayette,Lexington,Giuseppe's,"GIUSEPPE'S RISTORANTE ITALIANO, LLC",4456 Nicholasville Rd,"Lexington, KY 40515",034-NQ2-1485,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
21516,Fayette,Lexington,Golden Flame Hot Wings,MAGNANI HOLDINGS LLC,141 Rojay Dr Ste 110,"Lexington, KY 40503",034-NQ4-201108,NQ4 Retail Malt Beverage Drink License,Active,01/11/2024,01/11/2024,11/30/2025
15664,Fayette,Lexington,Good Foods Market & Cafe,GOOD FOODS CO-OP INC.,455 Southland Dr Ste D,"Lexington, KY 40503",034-NQ4-2861,NQ4 Retail Malt Beverage Drink License,Active,12/08/2017,12/08/2017,11/30/2025
22934,Fayette,Lexington,Goodfellas Pizzeria,"GOODFELLAS DISTILLERY, LLC ",1228 Manchester St,"Lexington, KY 40507",034-NQ4-3514,NQ4 Retail Malt Beverage Drink License,Active,12/21/2016,12/21/2016,11/30/2025
23489,Fayette,Lexington,Goodwood Brewing and Spirits,"GOODWOOD BREWING COMPANY, LLC",200 Lexington Green Cir,"Lexington, KY 40503",034-NQ2-176515,NQ2 Retail Drink License,Active,01/04/2021,01/04/2021,08/31/2025
3838,Fayette,Lexington,Greenbrier Golf & Country Club,"GREENBRIER GOLF AND COUNTRY CLUB, INC.",2179 Bahama Rd,"Lexington, KY 40509",034-NQ2-1562,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
24574,Fayette,Lexington,Grimaldi's Pizzeria,FF PIZZERIA INC.,118 Marion Ste 110,"Lexington, KY 40517",034-NQ2-3257,NQ2 Retail Drink License,Active,07/14/2017,07/14/2017,11/30/2025
38153,Fayette,Lexington,Grounded All Day Cafe,GROUNDED LEX LLC,106 Burke Rd,"Lexington, KY 40511",034-NQ2-205801,NQ2 Retail Drink License,Active,10/11/2024,10/11/2024,11/30/2025
25885,Fayette,Lexington,Gus's World Famous Fried Chicken,"SOUTHERN FRIED HOSPITALITY, LLC",321 E Vine St,"Lexington, KY 40507",034-NQ2-3547,NQ2 Retail Drink License,Active,10/09/2018,10/09/2018,11/30/2025
30156,Fayette,Lexington,Halligans,Halligans LLC,1170 Manchester Pl Ste 130,"Lexington, KY 40508",034-NQ4-192883,NQ4 Retail Malt Beverage Drink License,Active,09/21/2022,09/21/2022,11/30/2025
21678,Fayette,Lexington,Hamburg Pavilion Stadium 16,"REGAL CINEMAS, INC.",1949 Star Shoot Pkwy,"Lexington, KY 40509",034-NQ4-3285,NQ4 Retail Malt Beverage Drink License,Active,08/28/2015,08/28/2015,11/30/2025
10622,Fayette,Lexington,HanWoori Restaurant,"LEXHANWOORI RESTAURANT, LLC",371 S Limestone St,"Lexington, KY 40508",034-NQ4-3750,NQ4 Retail Malt Beverage Drink License,Active,02/17/2017,02/17/2017,11/30/2025
14166,Fayette,Lexington,Happy Sushi,HAPPY SUSHI LLC,130 W Tiverton Way Ste 175,"Lexington, KY 40503",034-NQ2-3197,NQ2 Retail Drink License,Active,12/14/2016,12/13/2016,11/30/2025
4834,Fayette,Lexington,Harveys,"HARVEY'S BAR, LLC",200 W Main St,"Lexington, KY 40507",034-NQ4-1679,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
